interaction_id,user_id,search_category,recommended_platform,chosen_platform,recommended_price,chosen_price,delivery_time,coupon_used,cashback_used,user_clicked_recommendation,booking_completed,savings_amount,user_rating,timestamp
INT008401,USER00061,Shopping,Flipkart,Flipkart,3785.13,3785.13,24.0,No,Yes,Yes,Yes,2370.19,5,2026-07-05 23:24:03
INT008402,USER00173,Shopping,Flipkart,Flipkart,1154.01,1154.01,48.0,No,No,Yes,Yes,373.9,4,2026-05-09 13:30:40
INT008403,USER00217,Shopping,Amazon,Amazon,1609.84,1609.84,48.0,No,No,Yes,Yes,867.45,5,2026-06-24 20:36:01
INT008404,USER00136,Shopping,Amazon,Amazon,537.57,537.57,48.0,Yes,No,Yes,Yes,425.63,4,2026-06-13 18:05:13
INT008405,USER00606,Shopping,Amazon,Amazon,640.9,640.9,48.0,No,No,Yes,Yes,171.26,4,2026-07-31 04:14:54
INT008406,USER02312,Medicine,Apollo,Apollo,249.77,249.77,2.4,No,No,No,No,10.88,2,2026-02-07 04:41:16
INT008407,USER00034,Ride,Uber,Uber,371.72,371.72,0.15,No,No,Yes,Yes,129.1,5,2026-06-11 23:12:21
INT008408,USER01874,Shopping,Flipkart,Amazon,2160.5,4353.84,120.0,No,No,No,No,0.0,3,2026-07-15 23:27:46
INT008409,USER00015,Shopping,Amazon,Ajio,5538.48,7670.42,24.0,No,No,No,Yes,0.0,4,2026-05-06 14:55:02
INT008410,USER02254,Shopping,Ajio,Ajio,781.37,781.37,48.0,No,No,No,No,465.74,2,2026-03-05 17:22:13
INT008411,USER00113,Shopping,Amazon,Amazon,35687.71,35687.71,48.0,Yes,No,Yes,Yes,7210.46,5,2026-03-16 12:58:41
INT008412,USER00001,Food,Swiggy,Swiggy,279.48,279.48,0.7,No,No,No,Yes,34.42,5,2026-04-15 14:06:14
INT008413,USER01485,Medicine,Apollo,Apollo,59.58,59.58,4.4,No,No,Yes,Yes,0.0,5,2026-06-01 04:25:40
INT008414,USER00331,Shopping,Amazon,Amazon,15246.72,15246.72,96.0,Yes,No,Yes,Yes,3313.12,4,2026-04-25 12:42:03
INT008415,USER00034,Ride,Uber,Uber,212.11,212.11,0.1,No,Yes,Yes,Yes,11.44,4,2026-02-19 21:47:30
INT008416,USER02795,Medicine,Apollo,Apollo,69.52,69.52,10.6,No,No,Yes,Yes,0.0,5,2026-07-22 18:09:04
INT008417,USER00025,Ride,Uber,Uber,25.62,25.62,0.03,No,No,Yes,No,7.94,1,2026-02-09 06:36:07
INT008418,USER00200,Food,Swiggy,Swiggy,161.62,161.62,0.75,Yes,No,No,Yes,42.88,5,2026-04-30 07:16:47
INT008419,USER02914,Shopping,Ajio,Amazon,11319.02,9728.31,24.0,No,Yes,No,Yes,2604.13,5,2026-02-16 04:33:23
INT008420,USER00663,Medicine,Apollo,Apollo,104.29,104.29,7.6,Yes,No,Yes,Yes,0.0,3,2026-02-11 06:52:12
INT008421,USER00904,Shopping,Flipkart,Flipkart,1498.43,1498.43,72.0,No,No,Yes,Yes,965.15,4,2026-02-21 06:11:29
INT008422,USER01514,Ride,Rapido,Uber,337.76,246.72,0.1,Yes,No,No,Yes,91.04,5,2026-04-03 23:44:37
INT008423,USER00195,Shopping,Flipkart,Flipkart,6000.64,6000.64,72.0,Yes,No,Yes,No,7812.29,3,2026-02-08 05:49:57
INT008424,USER00021,Medicine,Apollo,Apollo,72.68,72.68,19.4,No,No,Yes,Yes,0.67,5,2026-03-10 12:16:16
INT008425,USER00164,Shopping,Ajio,Ajio,5889.49,5889.49,96.0,Yes,No,Yes,Yes,2265.0,5,2026-03-06 02:32:12
INT008426,USER00523,Shopping,Flipkart,Flipkart,2953.25,2953.25,96.0,No,No,Yes,Yes,259.72,4,2026-05-21 11:07:47
INT008427,USER02279,Shopping,Ajio,Flipkart,1660.09,1832.96,168.0,No,Yes,No,Yes,80.09,5,2026-05-24 08:58:46
INT008428,USER00028,Ride,Uber,Uber,721.22,721.22,0.08,Yes,No,Yes,Yes,52.12,5,2026-06-30 21:16:00
INT008429,USER01377,Food,Zomato,Zomato,168.5,168.5,0.57,No,Yes,Yes,Yes,16.31,5,2026-06-17 14:53:10
INT008430,USER00248,Ride,Rapido,Rapido,83.16,83.16,0.07,No,No,No,Yes,65.72,4,2026-03-24 00:13:33
INT008431,USER02144,Shopping,Flipkart,Ajio,5931.85,6179.64,120.0,No,No,No,Yes,724.89,4,2026-07-21 22:04:47
INT008432,USER01096,Food,Zomato,Zomato,130.67,130.67,0.45,Yes,No,Yes,Yes,5.06,5,2026-03-11 23:04:09
INT008433,USER01406,Ride,Ola,Ola,232.89,232.89,0.2,No,No,Yes,No,0.0,3,2026-05-01 16:51:20
INT008434,USER00045,Ride,Uber,Ola,517.57,355.25,0.03,No,No,No,Yes,162.32,5,2026-05-24 17:38:26
INT008435,USER00049,Shopping,Amazon,Amazon,113778.88,113778.88,24.0,No,Yes,Yes,Yes,13631.47,5,2026-03-18 11:13:39
INT008436,USER02567,Food,Zomato,Swiggy,282.49,294.05,0.42,No,No,No,Yes,0.0,4,2026-05-27 04:30:53
INT008437,USER00755,Shopping,Flipkart,Flipkart,8935.08,8935.08,24.0,Yes,No,Yes,Yes,5040.1,4,2026-02-09 07:42:32
INT008438,USER01946,Food,Zomato,Zomato,156.79,156.79,0.45,Yes,No,No,Yes,33.4,4,2026-07-26 16:06:46
INT008439,USER01246,Food,Zomato,Zomato,75.48,75.48,0.63,Yes,No,Yes,Yes,24.65,3,2026-02-23 06:00:54
INT008440,USER02657,Ride,Rapido,Rapido,531.53,531.53,0.12,No,No,No,Yes,217.9,5,2026-03-13 09:14:03
INT008441,USER00048,Food,Swiggy,Swiggy,210.94,210.94,0.7,No,No,Yes,Yes,58.39,5,2026-06-23 00:50:44
INT008442,USER00248,Medicine,Netmeds,PharmEasy,410.14,195.2,48.5,No,No,No,Yes,296.42,5,2026-07-05 13:55:11
INT008443,USER02588,Medicine,PharmEasy,PharmEasy,191.16,191.16,26.1,No,No,Yes,Yes,110.51,5,2026-06-30 05:00:48
INT008444,USER01164,Shopping,Flipkart,Amazon,5036.77,3146.75,72.0,No,No,No,Yes,1890.02,5,2026-06-13 05:56:47
INT008445,USER00474,Food,Swiggy,Zomato,389.68,406.6,0.77,No,No,No,Yes,0.0,4,2026-05-06 14:55:38
INT008446,USER00009,Shopping,Flipkart,Flipkart,4004.71,4004.71,24.0,No,No,Yes,Yes,3532.09,3,2026-05-09 21:23:10
INT008447,USER00071,Food,Zomato,Zomato,251.62,251.62,0.27,No,No,Yes,Yes,128.72,5,2026-03-27 13:12:48
INT008448,USER00339,Shopping,Flipkart,Flipkart,7605.49,7605.49,48.0,No,No,No,Yes,4057.32,5,2026-07-25 02:51:08
INT008449,USER00879,Ride,Uber,Uber,236.98,236.98,0.15,No,No,Yes,No,14.28,3,2026-04-12 08:30:56
INT008450,USER00136,Medicine,Apollo,Apollo,33.47,33.47,3.6,Yes,No,Yes,Yes,2.21,4,2026-05-19 01:27:20
INT008451,USER00871,Ride,Uber,Uber,156.37,156.37,0.07,Yes,Yes,Yes,Yes,20.38,5,2026-05-04 23:58:42
INT008452,USER00229,Food,Zomato,Zomato,119.49,119.49,0.35,No,No,Yes,Yes,50.24,4,2026-07-18 20:40:42
INT008453,USER00176,Food,Zomato,Zomato,194.14,194.14,0.65,No,No,Yes,Yes,1.68,5,2026-07-04 06:07:21
INT008454,USER00247,Ride,Uber,Uber,285.05,285.05,0.17,No,No,Yes,Yes,91.2,5,2026-05-22 20:48:42
INT008455,USER00122,Food,Swiggy,Swiggy,187.16,187.16,0.6,No,No,Yes,Yes,1.61,5,2026-03-09 14:01:03
INT008456,USER00252,Medicine,PharmEasy,PharmEasy,53.55,53.55,28.9,Yes,No,Yes,Yes,35.25,4,2026-04-25 16:44:53
INT008457,USER01419,Food,Swiggy,Swiggy,242.71,242.71,0.57,No,No,Yes,Yes,10.4,5,2026-07-16 21:45:20
INT008458,USER02786,Food,Swiggy,Swiggy,244.33,244.33,0.55,No,No,No,Yes,30.06,3,2026-07-06 07:56:44
INT008459,USER00020,Food,Zomato,Zomato,236.29,236.29,0.73,No,No,Yes,Yes,139.86,5,2026-04-14 15:25:13
INT008460,USER01641,Medicine,Apollo,Apollo,119.27,119.27,2.3,Yes,No,No,Yes,0.0,4,2026-05-16 17:11:06
INT008461,USER01326,Food,Zomato,Swiggy,170.02,194.5,0.63,Yes,Yes,No,Yes,0.0,4,2026-02-05 03:42:34
INT008462,USER00160,Ride,Uber,Uber,328.46,328.46,0.02,Yes,No,Yes,Yes,320.33,4,2026-07-19 11:21:42
INT008463,USER02270,Shopping,Amazon,Amazon,6587.89,6587.89,48.0,No,Yes,Yes,Yes,252.0,4,2026-03-24 21:59:54
INT008464,USER02143,Shopping,Flipkart,Amazon,10811.9,7199.32,24.0,Yes,No,No,Yes,3612.58,4,2026-05-04 05:16:13
INT008465,USER00011,Ride,Rapido,Rapido,391.77,391.77,0.07,No,No,No,Yes,173.32,5,2026-02-21 01:44:54
INT008466,USER00882,Ride,Rapido,Rapido,190.77,190.77,0.02,Yes,No,Yes,Yes,74.19,5,2026-02-28 12:01:06
INT008467,USER01326,Shopping,Flipkart,Flipkart,902.27,902.27,120.0,Yes,No,Yes,Yes,675.28,5,2026-02-03 15:12:49
INT008468,USER00297,Ride,Rapido,Rapido,219.28,219.28,0.03,Yes,Yes,Yes,Yes,257.9,5,2026-04-24 23:25:35
INT008469,USER00826,Shopping,Amazon,Amazon,444.5,444.5,120.0,No,No,Yes,Yes,334.46,4,2026-06-15 07:20:22
INT008470,USER00674,Food,Swiggy,Swiggy,144.94,144.94,0.52,No,No,No,Yes,17.07,5,2026-03-30 10:57:09
INT008471,USER00036,Shopping,Flipkart,Flipkart,503.96,503.96,48.0,No,No,Yes,Yes,0.0,3,2026-07-25 09:45:40
INT008472,USER01968,Ride,Ola,Ola,452.08,452.08,0.12,Yes,No,Yes,Yes,62.46,4,2026-06-15 04:35:39
INT008473,USER00289,Shopping,Amazon,Amazon,129610.37,129610.37,96.0,Yes,No,Yes,Yes,35227.17,5,2026-03-07 13:26:49
INT008474,USER01813,Shopping,Flipkart,Flipkart,83251.18,83251.18,24.0,Yes,No,Yes,Yes,28275.3,5,2026-06-16 13:36:19
INT008475,USER01260,Shopping,Amazon,Flipkart,86681.68,100069.94,24.0,No,No,No,No,0.0,2,2026-04-06 18:31:57
INT008476,USER00355,Food,Swiggy,Swiggy,237.63,237.63,0.67,Yes,No,No,Yes,59.4,5,2026-05-18 07:13:13
INT008477,USER00138,Shopping,Amazon,Amazon,2165.49,2165.49,48.0,No,No,Yes,Yes,408.21,5,2026-07-05 08:45:27
INT008478,USER00213,Food,Swiggy,Swiggy,162.96,162.96,0.63,No,No,Yes,Yes,42.29,5,2026-03-25 14:19:20
INT008479,USER02387,Shopping,Amazon,Flipkart,11871.43,9623.34,48.0,No,Yes,No,No,2248.09,1,2026-04-01 17:27:59
INT008480,USER00804,Medicine,Apollo,Apollo,14.26,14.26,16.5,No,No,Yes,Yes,4.26,4,2026-03-25 08:02:41
INT008481,USER01463,Ride,Uber,Uber,1087.24,1087.24,0.13,Yes,No,Yes,Yes,0.0,4,2026-07-26 12:33:14
INT008482,USER02621,Ride,Uber,Uber,435.45,435.45,0.08,No,No,Yes,Yes,35.86,5,2026-06-29 09:31:57
INT008483,USER00167,Food,Swiggy,Swiggy,155.84,155.84,0.43,No,No,Yes,Yes,27.87,5,2026-06-30 08:07:34
INT008484,USER01374,Shopping,Ajio,Ajio,5866.73,5866.73,24.0,No,No,Yes,Yes,1440.94,5,2026-05-29 15:59:05
INT008485,USER00299,Food,Zomato,Zomato,159.65,159.65,0.5,No,No,Yes,Yes,29.53,5,2026-06-03 09:23:52
INT008486,USER00117,Food,Swiggy,Swiggy,101.57,101.57,0.8,No,No,Yes,Yes,26.74,5,2026-03-13 07:55:14
INT008487,USER02664,Food,Zomato,Zomato,228.15,228.15,0.28,No,No,Yes,Yes,25.31,5,2026-03-01 23:44:02
INT008488,USER02701,Shopping,Amazon,Amazon,106604.95,106604.95,24.0,Yes,Yes,Yes,Yes,5372.08,4,2026-07-24 02:48:46
INT008489,USER02029,Food,Swiggy,Swiggy,194.37,194.37,0.62,No,Yes,Yes,Yes,14.48,4,2026-02-19 16:34:47
INT008490,USER00108,Shopping,Ajio,Ajio,1842.13,1842.13,72.0,Yes,No,No,Yes,1394.33,5,2026-05-20 01:06:18
INT008491,USER00119,Food,Swiggy,Swiggy,170.88,170.88,0.73,No,No,Yes,No,52.31,2,2026-02-23 13:04:20
INT008492,USER01434,Shopping,Flipkart,Flipkart,90551.09,90551.09,48.0,Yes,No,No,No,585.87,3,2026-04-27 07:29:20
INT008493,USER00814,Food,Swiggy,Swiggy,101.99,101.99,0.4,No,No,Yes,Yes,78.18,5,2026-05-03 17:21:20
INT008494,USER00868,Shopping,Amazon,Amazon,67552.7,67552.7,120.0,No,No,Yes,Yes,18356.9,5,2026-05-28 12:09:30
INT008495,USER01410,Shopping,Ajio,Ajio,1400.42,1400.42,24.0,Yes,No,No,Yes,613.1,4,2026-06-25 14:59:01
INT008496,USER01258,Food,Swiggy,Swiggy,135.35,135.35,0.9,Yes,No,Yes,Yes,28.95,5,2026-04-16 21:27:26
INT008497,USER00665,Shopping,Flipkart,Amazon,2970.06,4324.51,24.0,No,No,No,Yes,0.0,5,2026-07-26 17:19:54
INT008498,USER00189,Medicine,Netmeds,Netmeds,16.16,16.16,24.9,No,No,Yes,Yes,9.37,5,2026-03-04 18:45:45
INT008499,USER00511,Medicine,PharmEasy,PharmEasy,126.2,126.2,25.1,Yes,Yes,No,Yes,102.95,5,2026-05-26 06:16:05
INT008500,USER00860,Ride,Ola,Ola,66.1,66.1,0.03,Yes,Yes,Yes,Yes,25.37,4,2026-06-16 07:58:26
INT008501,USER01618,Medicine,Apollo,Apollo,117.32,117.32,21.6,No,No,Yes,Yes,19.79,5,2026-03-09 22:47:05
INT008502,USER00733,Medicine,Apollo,Apollo,75.36,75.36,20.2,No,No,No,Yes,13.66,5,2026-05-24 01:27:45
INT008503,USER00381,Food,Zomato,Zomato,411.71,411.71,0.8,Yes,No,No,Yes,96.74,4,2026-03-26 05:03:06
INT008504,USER00104,Shopping,Flipkart,Flipkart,1876.09,1876.09,48.0,Yes,No,Yes,Yes,445.19,4,2026-03-13 14:59:08
INT008505,USER00253,Shopping,Ajio,Ajio,1938.82,1938.82,24.0,Yes,No,Yes,Yes,318.64,5,2026-07-23 15:54:26
INT008506,USER00391,Food,Swiggy,Swiggy,430.2,430.2,0.83,Yes,No,Yes,Yes,18.09,5,2026-06-23 21:33:51
INT008507,USER00475,Shopping,Amazon,Flipkart,25785.7,42300.26,24.0,No,No,No,No,0.0,1,2026-06-19 06:56:42
INT008508,USER02197,Shopping,Amazon,Amazon,1152.84,1152.84,168.0,No,Yes,No,Yes,1181.45,5,2026-02-07 16:44:29
INT008509,USER00479,Shopping,Ajio,Ajio,6866.53,6866.53,456.0,No,No,Yes,Yes,3142.21,4,2026-07-30 12:24:52
INT008510,USER00617,Shopping,Flipkart,Flipkart,41585.52,41585.52,48.0,No,No,Yes,Yes,23558.1,5,2026-02-19 17:23:36
INT008511,USER00522,Food,Zomato,Zomato,183.71,183.71,0.58,Yes,No,Yes,Yes,83.59,4,2026-03-27 03:09:36
INT008512,USER02759,Medicine,Netmeds,Netmeds,108.01,108.01,55.0,No,No,Yes,Yes,6.51,5,2026-02-21 09:30:03
INT008513,USER00501,Shopping,Flipkart,Flipkart,24134.2,24134.2,48.0,No,Yes,No,Yes,3686.81,5,2026-06-24 19:50:16
INT008514,USER01252,Food,Swiggy,Swiggy,354.58,354.58,0.57,No,No,Yes,Yes,147.3,5,2026-05-11 17:09:49
INT008515,USER00429,Food,Swiggy,Swiggy,130.92,130.92,0.5,Yes,No,Yes,Yes,20.67,5,2026-06-19 03:51:58
INT008516,USER02012,Medicine,Apollo,Apollo,92.57,92.57,12.8,No,No,Yes,No,0.0,2,2026-05-31 17:36:46
INT008517,USER02069,Food,Swiggy,Zomato,109.83,173.25,0.25,No,No,No,Yes,0.0,3,2026-06-12 14:37:52
INT008518,USER00874,Food,Zomato,Zomato,416.96,416.96,0.6,No,No,Yes,Yes,90.78,5,2026-04-30 12:46:23
INT008519,USER00944,Food,Zomato,Zomato,141.04,141.04,0.53,No,No,Yes,Yes,43.28,4,2026-04-22 16:04:35
INT008520,USER01696,Ride,Uber,Uber,679.21,679.21,0.1,Yes,No,Yes,Yes,61.07,5,2026-07-08 23:25:21
INT008521,USER00905,Ride,Rapido,Rapido,106.74,106.74,0.07,No,No,Yes,Yes,6.26,5,2026-07-11 08:15:06
INT008522,USER00056,Medicine,Apollo,Apollo,52.31,52.31,16.1,No,No,Yes,Yes,21.82,5,2026-04-23 18:13:51
INT008523,USER00662,Shopping,Flipkart,Flipkart,2998.51,2998.51,96.0,Yes,No,Yes,Yes,3766.01,5,2026-04-06 15:18:49
INT008524,USER00444,Food,Zomato,Zomato,290.76,290.76,0.62,No,No,Yes,Yes,105.84,5,2026-06-09 04:39:14
INT008525,USER00012,Shopping,Amazon,Amazon,15034.32,15034.32,48.0,No,Yes,Yes,No,6201.35,3,2026-06-11 23:50:37
INT008526,USER02585,Shopping,Flipkart,Flipkart,1149.51,1149.51,24.0,No,No,Yes,Yes,272.33,5,2026-07-26 02:49:18
INT008527,USER00488,Medicine,Apollo,Apollo,212.5,212.5,3.9,No,Yes,No,Yes,48.58,4,2026-07-03 07:04:41
INT008528,USER00656,Food,Swiggy,Swiggy,219.76,219.76,0.25,Yes,No,Yes,Yes,54.97,5,2026-02-08 03:04:32
INT008529,USER02104,Medicine,Apollo,PharmEasy,71.05,48.39,45.3,No,No,No,Yes,22.66,5,2026-07-16 00:49:20
INT008530,USER00098,Food,Zomato,Zomato,294.08,294.08,0.42,No,No,Yes,Yes,21.83,4,2026-06-30 06:41:45
INT008531,USER00752,Shopping,Flipkart,Flipkart,12196.27,12196.27,72.0,No,No,Yes,Yes,2523.45,4,2026-04-14 05:49:33
INT008532,USER00239,Shopping,Flipkart,Flipkart,42898.17,42898.17,24.0,No,No,Yes,Yes,2935.33,5,2026-04-26 06:47:45
INT008533,USER02008,Food,Zomato,Zomato,244.03,244.03,0.45,No,No,Yes,Yes,34.32,5,2026-04-06 00:40:18
INT008534,USER01491,Food,Swiggy,Swiggy,174.37,174.37,0.57,No,No,Yes,Yes,70.42,4,2026-03-05 15:59:02
INT008535,USER00002,Ride,Rapido,Rapido,100.96,100.96,0.08,No,No,Yes,Yes,51.32,4,2026-07-18 10:19:02
INT008536,USER00007,Shopping,Flipkart,Flipkart,54816.27,54816.27,168.0,No,No,No,Yes,48074.83,4,2026-06-10 17:17:14
INT008537,USER01530,Shopping,Ajio,Ajio,5907.06,5907.06,72.0,No,No,No,Yes,4171.48,4,2026-07-09 18:08:06
INT008538,USER02960,Food,Swiggy,Zomato,239.11,444.83,0.45,No,No,Yes,No,0.0,1,2026-05-14 13:49:12
INT008539,USER00001,Food,Swiggy,Swiggy,67.3,67.3,0.48,No,No,Yes,Yes,61.69,4,2026-04-15 12:41:23
INT008540,USER01178,Ride,Uber,Ola,787.42,1120.97,0.2,No,No,No,No,0.0,2,2026-06-12 02:13:28
INT008541,USER00890,Shopping,Amazon,Amazon,1314.17,1314.17,24.0,Yes,No,No,Yes,569.56,4,2026-05-21 03:18:46
INT008542,USER00142,Food,Swiggy,Swiggy,162.96,162.96,0.63,No,No,Yes,Yes,87.87,5,2026-05-30 10:06:26
INT008543,USER00141,Shopping,Amazon,Amazon,13720.81,13720.81,48.0,No,No,Yes,Yes,3138.5,4,2026-04-02 16:15:08
INT008544,USER00095,Shopping,Flipkart,Flipkart,1786.76,1786.76,24.0,No,Yes,Yes,Yes,472.06,5,2026-02-19 00:59:01
INT008545,USER00390,Food,Zomato,Zomato,147.63,147.63,0.4,Yes,No,Yes,Yes,9.0,3,2026-05-18 06:43:01
INT008546,USER00750,Ride,Rapido,Rapido,268.11,268.11,0.05,Yes,No,Yes,Yes,95.05,5,2026-03-25 18:10:34
INT008547,USER02596,Food,Swiggy,Swiggy,242.31,242.31,0.33,No,No,Yes,Yes,102.97,5,2026-06-09 21:32:45
INT008548,USER00273,Food,Swiggy,Swiggy,188.63,188.63,0.5,No,No,No,Yes,80.49,4,2026-02-18 17:59:31
INT008549,USER00489,Food,Swiggy,Swiggy,147.64,147.64,0.6,Yes,No,Yes,Yes,81.15,4,2026-03-06 00:19:45
INT008550,USER01471,Shopping,Flipkart,Flipkart,13229.41,13229.41,96.0,No,No,No,No,5516.9,2,2026-02-09 09:23:52
INT008551,USER00543,Shopping,Amazon,Ajio,6840.98,6050.28,24.0,No,Yes,No,Yes,790.7,3,2026-04-05 08:34:11
INT008552,USER00890,Shopping,Flipkart,Ajio,2797.66,6051.73,24.0,No,No,No,Yes,0.0,4,2026-06-05 06:10:11
INT008553,USER00064,Ride,Rapido,Rapido,479.4,479.4,0.08,No,No,Yes,Yes,86.33,5,2026-02-07 18:46:35
INT008554,USER00253,Shopping,Flipkart,Flipkart,49636.96,49636.96,72.0,No,No,No,Yes,46613.62,4,2026-04-06 05:28:26
INT008555,USER01269,Shopping,Flipkart,Flipkart,10183.44,10183.44,72.0,No,Yes,Yes,No,5703.25,3,2026-05-19 20:09:48
INT008556,USER02229,Shopping,Amazon,Amazon,18291.6,18291.6,48.0,No,No,No,Yes,4963.83,4,2026-06-23 22:38:22
INT008557,USER00949,Food,Swiggy,Swiggy,261.13,261.13,0.68,No,No,Yes,Yes,0.0,5,2026-07-31 02:56:36
INT008558,USER00462,Food,Swiggy,Zomato,250.51,239.09,0.72,No,No,No,Yes,11.42,4,2026-02-28 20:14:53
INT008559,USER00010,Shopping,Amazon,Amazon,786.7,786.7,24.0,Yes,No,Yes,No,551.78,3,2026-07-11 01:59:55
INT008560,USER01110,Shopping,Amazon,Amazon,88122.84,88122.84,24.0,Yes,No,Yes,Yes,5899.48,4,2026-07-24 07:00:03
INT008561,USER02548,Food,Zomato,Zomato,121.72,121.72,0.47,No,Yes,No,Yes,76.95,5,2026-07-05 13:20:00
INT008562,USER00680,Food,Zomato,Zomato,346.83,346.83,0.62,No,No,No,Yes,34.34,5,2026-04-04 04:48:03
INT008563,USER00146,Food,Swiggy,Swiggy,65.32,65.32,0.45,Yes,No,Yes,Yes,8.93,4,2026-07-18 06:34:18
INT008564,USER00003,Food,Zomato,Zomato,245.44,245.44,0.6,Yes,No,Yes,Yes,20.37,5,2026-02-22 11:58:49
INT008565,USER00428,Food,Swiggy,Swiggy,220.41,220.41,0.37,No,No,No,Yes,68.55,5,2026-06-13 14:29:33
INT008566,USER00007,Food,Swiggy,Swiggy,250.22,250.22,0.57,No,Yes,No,Yes,61.72,5,2026-06-29 18:41:12
INT008567,USER01982,Food,Swiggy,Swiggy,177.36,177.36,0.6,No,No,No,Yes,0.0,5,2026-04-10 07:55:50
INT008568,USER00041,Shopping,Ajio,Ajio,4272.67,4272.67,120.0,No,No,Yes,No,4580.11,2,2026-02-12 10:57:34
INT008569,USER00434,Ride,Ola,Ola,164.18,164.18,0.07,No,No,No,Yes,77.67,5,2026-04-19 19:23:43
INT008570,USER01002,Food,Zomato,Zomato,240.66,240.66,0.55,No,No,No,Yes,7.97,5,2026-04-27 19:53:04
INT008571,USER02757,Shopping,Amazon,Amazon,24064.4,24064.4,72.0,Yes,No,No,Yes,2462.84,5,2026-05-10 10:47:02
INT008572,USER00426,Food,Zomato,Zomato,163.51,163.51,0.62,Yes,No,No,Yes,49.49,5,2026-05-23 10:21:56
INT008573,USER00035,Ride,Ola,Ola,294.75,294.75,0.05,Yes,No,Yes,Yes,175.93,5,2026-05-11 23:18:35
INT008574,USER01776,Shopping,Flipkart,Amazon,3234.93,4420.56,72.0,Yes,No,No,Yes,0.0,4,2026-06-15 21:53:39
INT008575,USER00239,Ride,Uber,Ola,663.42,414.35,0.13,Yes,No,Yes,Yes,249.07,5,2026-03-20 07:08:10
INT008576,USER00007,Medicine,Apollo,Apollo,79.4,79.4,14.9,Yes,Yes,Yes,Yes,23.23,5,2026-07-02 04:26:14
INT008577,USER00170,Shopping,Amazon,Amazon,857.66,857.66,24.0,No,Yes,No,Yes,707.23,4,2026-05-31 00:27:41
INT008578,USER02450,Food,Zomato,Zomato,150.48,150.48,0.73,Yes,Yes,Yes,Yes,33.64,5,2026-06-15 07:59:59
INT008579,USER00002,Shopping,Amazon,Amazon,34003.99,34003.99,120.0,No,Yes,Yes,Yes,9495.11,4,2026-03-02 22:44:42
INT008580,USER00169,Food,Swiggy,Swiggy,166.34,166.34,0.32,No,Yes,No,Yes,42.65,5,2026-06-22 19:11:26
INT008581,USER02608,Ride,Ola,Uber,1043.8,1080.74,0.08,No,No,No,Yes,0.0,5,2026-02-04 03:03:22
INT008582,USER00409,Shopping,Amazon,Flipkart,16527.76,20147.8,48.0,No,No,No,Yes,0.0,3,2026-02-02 15:38:16
INT008583,USER00145,Medicine,Netmeds,PharmEasy,146.77,100.87,33.6,No,No,No,Yes,71.6,4,2026-05-22 10:29:42
INT008584,USER00288,Ride,Ola,Ola,549.53,549.53,0.1,Yes,No,Yes,Yes,55.45,4,2026-04-29 20:43:00
INT008585,USER02483,Ride,Rapido,Rapido,138.15,138.15,0.17,Yes,No,Yes,Yes,8.28,4,2026-03-29 06:29:12
INT008586,USER01263,Food,Zomato,Zomato,141.62,141.62,0.52,Yes,No,Yes,Yes,82.51,5,2026-03-16 01:42:45
INT008587,USER00928,Food,Zomato,Zomato,441.85,441.85,0.52,No,No,No,Yes,144.93,5,2026-04-11 18:11:04
INT008588,USER00054,Food,Zomato,Swiggy,134.9,128.3,0.48,Yes,No,No,Yes,6.6,5,2026-04-07 09:09:11
INT008589,USER02861,Medicine,PharmEasy,PharmEasy,66.44,66.44,18.2,Yes,Yes,Yes,Yes,1.11,5,2026-05-21 07:11:02
INT008590,USER02432,Shopping,Flipkart,Flipkart,25083.7,25083.7,24.0,Yes,No,Yes,Yes,11000.49,5,2026-04-24 21:50:08
INT008591,USER00794,Shopping,Flipkart,Flipkart,13595.36,13595.36,48.0,No,No,Yes,Yes,1456.0,5,2026-05-02 15:11:01
INT008592,USER02104,Ride,Rapido,Rapido,226.84,226.84,0.07,No,Yes,Yes,Yes,78.8,5,2026-04-25 09:08:11
INT008593,USER00159,Medicine,Apollo,Apollo,42.32,42.32,8.0,No,No,Yes,Yes,0.0,4,2026-06-23 09:55:03
INT008594,USER00319,Shopping,Flipkart,Flipkart,378.73,378.73,72.0,No,No,Yes,Yes,385.08,5,2026-07-10 04:30:10
INT008595,USER01391,Shopping,Flipkart,Flipkart,1578.91,1578.91,24.0,No,Yes,No,Yes,1948.0,5,2026-04-17 04:08:08
INT008596,USER02093,Ride,Rapido,Uber,158.78,227.03,0.13,No,No,No,No,0.0,3,2026-07-04 17:21:47
INT008597,USER00121,Medicine,Netmeds,Netmeds,24.53,24.53,28.4,No,Yes,Yes,Yes,0.55,5,2026-02-25 12:33:01
INT008598,USER00407,Shopping,Flipkart,Flipkart,2261.89,2261.89,96.0,Yes,No,No,No,466.05,1,2026-03-18 00:14:07
INT008599,USER01283,Shopping,Amazon,Amazon,3899.53,3899.53,120.0,No,Yes,Yes,Yes,3366.61,4,2026-03-09 01:17:55
INT008600,USER00043,Food,Zomato,Zomato,171.73,171.73,0.45,No,No,No,Yes,0.0,5,2026-04-13 12:34:27
INT008601,USER00008,Medicine,Netmeds,Netmeds,62.39,62.39,21.8,Yes,No,Yes,Yes,16.38,5,2026-04-29 03:29:01
INT008602,USER00875,Ride,Ola,Ola,300.42,300.42,0.02,Yes,No,Yes,Yes,220.9,4,2026-04-20 00:55:57
